fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed_acidity_citric_acid_interaction,fixed_acidity_density_interaction,total_sulfur_dioxide_free_sulfur_dioxide_interaction,fixed_acidity_pH_interaction_neg,citric_acid_volatile_acidity_interaction_neg,citric_acid_pH_interaction_neg,alcohol_density_interaction_neg,quality
-0.5381973517640882,0.997590680385135,-1.3925400607287044,-0.6931822067631108,-0.29154974003340045,-0.47681325090204063,-0.38580613218108384,0.5857047415449412,1.33271660462445,-0.6554962517708642,-0.9669496012003616,0.7494613729095913,-0.3152247408151571,0.18395747610320498,-0.7172645472609065,-1.3891849866459054,-1.8558612615378844,-0.5663469662580417,5
-0.29655541137006153,2.0321318262684303,-1.3925400607287044,0.45567223023985076,0.9432367703079151,0.9467585595398217,0.7009882398453549,0.03185338071915985,-0.7366501432142714,0.220141598339088,-0.5876149059276229,0.4129652905586914,-0.009446292422697636,0.6636666162103432,0.21845758625672299,-2.8298249767605728,1.0258148351674101,-0.01871752131476587,5
-0.29655541137006153,1.3424377290129001,-1.1869402585929767,-0.03669395704713306,0.6064768129421015,-0.07007844791865141,0.27285712359251535,0.14262365288430384,-0.33612754685839186,0.001232135811599745,-0.5876149059276229,0.3519935566587274,-0.04229581605220559,-0.019121403724911116,0.09968044293140003,-1.59339338521954,0.3989633173883225,-0.08380778437266415,5
1.757401081979168,-1.4163386600092196,1.4858571691714837,-0.6931822067631108,-0.3476763995943694,0.1332889535730432,0.4704561003245951,0.6964750137100852,-1.0036652074515262,-0.5095566100858728,-0.5876149059276229,2.611246996768469,1.2239859426655595,0.06270660131431992,-1.7638423215201582,-2.1044769519494317,-1.4913031439398348,-0.4092590996621916,6
-0.5381973517640882,0.997590680385135,-1.3925400607287044,-0.6931822067631108,-0.29154974003340045,-0.47681325090204063,-0.38580613218108384,0.5857047415449412,1.33271660462445,-0.6554962517708642,-0.9669496012003616,0.7494613729095913,-0.3152247408151571,0.18395747610320498,-0.7172645472609065,-1.3891849866459054,-1.8558612615378844,-0.5663469662580417,5
-0.5381973517640882,0.7676926479666254,-1.3925400607287044,-0.857304269192105,-0.3476763995943694,-0.273445849410346,-0.18820715544900407,0.5857047415449412,1.33271660462445,-0.6554962517708642,-0.9669496012003616,0.7494613729095913,-0.3152247408151571,0.05146446548685795,-0.7172645472609065,-1.0690427666204245,-1.8558612615378844,-0.5663469662580417,5
-0.23614492627155445,0.4228455993388601,-1.0841403575251127,-1.185548394050094,-0.6844363569601821,-0.07007844791865141,0.43752293753591515,-0.1896871636111896,-0.06911248262113692,-1.3851944601958246,-0.9669496012003616,0.25601424479578444,0.04479366126562465,-0.030660928391326003,0.016320562113012468,-0.4584239792451524,0.07492763161832752,0.1834179272066675,5
-0.5986078368625953,0.7102181398619979,-1.3925400607287044,-1.842036643766072,-0.9089429952040579,-0.07007844791865141,-0.8139372484339233,-1.1866196130975468,0.5316714119126882,-1.312224639353329,-0.3979475582912544,0.8335853934973169,0.7103197997750523,0.057039459073427126,-0.3182626738067362,-0.989007211614054,-0.7403737402326108,0.47221237765268176,7
-0.29655541137006153,0.307896583129605,-1.2897401596608404,-0.5290601443341162,-0.4599297187163072,-0.6801806523937353,-0.9127367367999631,0.03185338071915985,0.3314101137347455,-0.5825264309283689,-0.8721159273821774,0.38247942360870935,-0.009446292422697636,0.620825869100328,-0.09828146261080632,-0.397106588284604,-0.42743293300146795,-0.02777984066614766,7
-0.47778686666558173,-0.1518994817074147,0.45785815849284484,2.178953885744293,-0.5721830378382451,0.1332889535730432,1.8536489374491534,0.5857047415449412,0.2646563476754333,1.0957794484490402,0.07622081079966851,-0.21875861492356966,-0.27984203325393187,0.2470709271643811,-0.12644932709900208,-0.06954841697057447,0.12117506798011597,0.04464289028976571,5
