fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed acidity_citric acid_interaction,fixed acidity_density_interaction,total sulfur dioxide_free sulfur dioxide_interaction,fixed acidity_pH_interaction_neg,citric acid_volatile acidity_interaction_neg,citric acid_pH_interaction_neg,alcohol_density_interaction_neg,quality
-0.9700821285069359,1.9183051640753879,-1.3041893988891242,-0.7166229294083094,-0.9692497448884144,1.2945006534709065,-0.27853535508872335,-1.1330576076404602,-0.05573341645962264,-0.6615936842605784,0.31331017340000633,1.265170828050543,1.0991589357408342,-0.36056419917710336,0.054065991268114226,-2.501833258821383,0.07268693091051247,-0.3549984755220289,6
-0.8479384937008351,0.60515855531031,0.2886704429811263,2.185460066336487,2.2318413955736696,2.8379901554547264,2.201663322596877,0.6407667097427251,-0.5939725077430944,-0.6615936842605784,-0.8748407806777039,-0.24477478059736904,-0.5433307586728865,6.248298835155681,0.5036521535153871,0.17469138823524563,-0.17146230692880954,-0.5605688485836093,5
2.2056523764516838,0.254986126306289,1.162174227232554,0.4442102688896092,0.01570137525376573,-0.9958386075373428,-0.4717975897135753,2.1780811181414355,-1.2667713718474378,0.8769759333041282,0.26578413523689726,2.563352346146382,4.804089794333198,0.4698342547798414,-2.794057286736261,0.29633830429503377,-1.4722090401571182,0.5788994064610357,6
0.190282402151021,-0.32863458870041223,-0.019625010284083443,-0.053289673238070524,-1.4617253049595045,-0.19919886457795177,-0.6006390794634767,-0.8852853220377307,-0.8630920533848317,1.0168458985372835,0.7410445168679813,-0.0037342940990938885,-0.1684542176663796,0.11964662265027072,-0.16423122919552302,0.006449457182951123,0.016938190423788017,-0.6560358337597654,5
1.2895751154059283,-1.5542380902144848,1.0594090761441506,-0.7166229294083094,-0.8598107315392831,-0.9958386075373428,-1.1804257833380327,0.28600184626607555,0.14610624277168188,1.506390776853326,0.45588828788933194,1.3661875816306808,0.36882086390488295,1.1755135683805236,0.18841497488381823,-1.6465739392621763,0.15478627967364048,0.13038489202742912,6
1.9613651068394822,-1.3207898042118043,1.67599998267457,-0.5507896153657496,-0.8050912248647175,-0.3983588003177995,-0.632849451900952,0.7702840408532172,-1.3340512582578736,2.205740603019102,-0.3045283227204033,3.287247885081478,1.5108082400848184,0.2521011484410402,-2.6165615886823,-2.2136436889757327,-2.2358698857271846,-0.23457330697932485,6
-0.17614850226728107,1.2763223775680166,1.470469680497764,-0.5507896153657496,1.9856036155381251,1.3940806213408303,2.5881877918465808,0.03822956066334612,-0.4594127349222257,0.03775614190519721,-0.9698928570039204,-0.25902103184912845,-0.0067340798531845825,3.608142445004233,0.08092486517906547,1.8767933587545877,-0.6755524975376891,-0.03707857781377746,5
-0.9090103111038857,0.4884344123089697,-1.2014242478007209,-1.3799561855785483,-1.3522862916103733,-1.0954185754072667,-1.1804257833380327,-0.8346046272553967,0.7516252204655894,-0.3818537537942686,-0.8748407806777039,1.0921070292610853,0.7586642118701707,1.2930603299581547,-0.6832350754889521,-0.5868169464082911,-0.9030207651259218,0.7301461636653354,5
-1.4586566677313388,0.13826198330494927,-0.8931287945355112,-0.2191229872806297,-1.0786887582375455,2.2903003321701454,0.14019948659845594,-0.9078100752743652,1.424424084569933,0.7371059680709728,0.7410445168679813,1.3027682712920763,1.3241832193326415,0.32109893072652745,-2.077745688635041,-0.12348575847923832,-1.2721941655592932,-0.6727276786395777,6
0.1292105847479708,-2.021134662219846,1.2135568027767556,-0.9653729004721489,-0.5862131981664559,2.8379901554547264,1.3319832667850433,-0.8402358155645242,0.14610624277168188,0.7371059680709728,1.3113569748252836,0.15680438411166248,-0.10856736105528032,3.7801553983663796,0.018878473063858,-2.452761718664794,0.17730822484372671,-1.1018490972385493,7
-0.2982921370733819,-1.204065661210464,0.8538787739673441,0.6100435829321691,1.2195305220942074,-0.7966786717974951,-0.9549531762757053,0.33105135273928205,0.14610624277168188,0.8769759333041282,0.5509403642155484,-0.2547053242883183,-0.09875001548963443,0.7607908281041281,-0.04358234339612735,-1.0281261105705706,0.12475701944685887,0.18238955285223002,7
1.167431480599827,-0.5037208032024224,0.7511136228789408,-0.5507896153657496,-0.5862131981664559,-0.8962586396674189,-0.8583220589632793,-0.6037259065801119,-1.132211599026569,0.9469109159207058,0.6459924405417649,0.8768736888562619,-0.7048086289952928,0.7692785609629669,-1.321779463403885,-0.37835155741286147,-0.850419556010405,-0.39000237180997605,7
-0.48150758928253296,-0.15354837419840164,0.44281816961373105,2.185460066336487,-0.5862131981664559,0.09954103903181988,1.782928480909698,0.601348391578646,0.28066601559255056,1.0168458985372835,0.0756799825844643,-0.21322030934121142,-0.28955381434796246,0.17747455350917557,-0.13514281656150282,-0.06799401000970047,0.12428401129747213,0.04551003580186755,5
